food_id,name_en,vernacular_names,category,calories(kcal),protein(g),carbs(g),fats(g),fiber(g),vitamins,minerals,ayurveda_dosha_vata,ayurveda_dosha_pitta,ayurveda_dosha_kapha,ayurveda_rasa,ayurveda_guna,ayurveda_virya,ayurveda_vipaka,health_tags,medical_usage,contraindications,drug_interactions,therapeutic_dosage,preparation_methods,restrictions,growing_regions,storage_shelf_life,,
FW863,Plantain Stem (104),"Kele ka Thad (केले का तना), Arati Dumpa (అరటి కాండం)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Neutral,Neutral,Neutral,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW864,Raw Papaya (105),"Kacha Papita (कच्चा पपीता), Boppayi Kayi (పచ్చి బొప్పాయి)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Neutral,Neutral,Neutral,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW865,Raw Mango (106),"Kairi (कैरी), Mamidi Kayi (మామిడి కాయ)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Decrease,Decrease,Increase,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW866,Turnip (107),"Shalgam (शलजम), Shalgam (శల్జం)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Decrease,Neutral,Increase,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW867,Radish (White) (108),"Mooli (मूली), Mullangi (ముల్లంగి)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Decrease,Neutral,Increase,Katu,"Laghu, Tikshna",Ushna,Katu,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW868,Radish Leaves (109),"Mooli Patte (मूली पत्ते), Mullangi Aku (ముల్లంగి ఆకులు)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Increase,Decrease,Decrease,Katu,"Laghu, Tikshna",Ushna,Katu,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW869,Capsicum (Green) (110),"Shimla Mirch (शिमला मिर्च), Capsicum (కాప్సికమ్)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Neutral,Neutral,Neutral,Katu,"Laghu, Tikshna",Ushna,Katu,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW870,Capsicum (Red) (111),"Lal Shimla Mirch (लाल शिमला मिर्च), Red Capsicum (రెడ్ కాప్సికమ్)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Neutral,Neutral,Neutral,Katu,"Laghu, Tikshna",Ushna,Katu,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW871,Capsicum (Yellow) (112),"Peeli Shimla Mirch, Yellow Capsicum",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Neutral,Neutral,Neutral,Katu,"Laghu, Tikshna",Ushna,Katu,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW872,Drumstick Leaves,"सहजन के पत्ते (Hindi: सहजन के पत्ते), మునగాకు (Telugu: మునగాకు), முருங்கைக்கீரை (Tamil: முருங்கைக்கீரை), সজনে পাতা (Bengali: সজনে পাতা), સરગવાની પાન (Gujarati: સરગવાની પાન), शेवग्याची पाने (Marathi: शेवग्याची पाने), ਸੋਹੰਝਣਾ ਦੇ ਪੱਤੇ (Punjabi: ਸੋਹੰਝਣਾ ਦੇ ਪੱਤੇ), سوہانجنا کے پتے (Urdu: سوہانجنا کے پتے)",Vegetables,20,2,4,0.3,2,"A, C, K, Folate, B-complex vitamins, E","Iron, Calcium, Potassium, Magnesium, Phosphorus, Zinc",Increase,Decrease,Decrease,"Sweet, Bitter, Astringent","Light, Cold, Dry",Cooling,Sweet,"Nutritional support, Antioxidant protection, Digestive health, Immune support","General wellness support, traditional dietary use in India",Individual sensitivities; consult healthcare provider for specific conditions,Consult healthcare provider for potential interactions,Culinary use as per recipe; therapeutic use as advised,"Fresh consumption, traditional cooking, steaming, sautéing",Allergies or medical contraindications,Across Indian states,Fresh: 2-10 days refrigerated; Dried: 6-12 months,, 
FW873,Amaranth Leaves,"चौलाई (Hindi: चौलाई), తోటకూర (Telugu: తోటకూర), முளைக்கீரை (Tamil: முளைக்கீரை), নটে শাক (Bengali: নটে শাক), ચૌલાઈ (Gujarati: ચૌલાઈ), राजगिरा भाजी (Marathi: राजगिरा भाजी), ਚੌਲਾਈ (Punjabi: ਚੌਲਾਈ), چولائی (Urdu: چولائی)",Vegetables,20,2,4,0.3,2,"A, C, K, Folate, B-complex vitamins, E","Iron, Calcium, Potassium, Magnesium, Phosphorus, Zinc",Increase,Decrease,Decrease,"Sweet, Bitter, Astringent","Light, Cold, Dry",Cooling,Sweet,"Nutritional support, Antioxidant protection, Digestive health, Immune support","General wellness support, traditional dietary use in India",Individual sensitivities; consult healthcare provider for specific conditions,Consult healthcare provider for potential interactions,Culinary use as per recipe; therapeutic use as advised,"Fresh consumption, traditional cooking, steaming, sautéing",Allergies or medical contraindications,Across Indian states,Fresh: 2-10 days refrigerated; Dried: 6-12 months,,
FW874,Sorrel Leaves,"चुक्कुंदा/गोंगुरा (Hindi: चुक्कुंदा/गोंगुरा), గోంగూర (Telugu: గోంగూర), புலிச்சைக் கீரை (Tamil: புலிச்சைக் கீரை), তেতুল পাতা শাক/গংগুরা (Bengali: তেতুল পাতা শাক/গংগুরা), ખાટી પાલક/અમળીયા પાન (Gujarati: ખાટી પાલક/અમળીયા પાન), अंबाडा/चुक्कुंदा (Marathi: अंबाडा/चुक्कुंदा), ਖੱਟਾ ਸਾਗ (Punjabi: ਖੱਟਾ ਸਾਗ), گنگوار/ترش پتے (Urdu: گنگوار/ترش پتے)",Vegetables,20,2,4,0.3,2,"A, C, K, Folate, B-complex vitamins, E","Iron, Calcium, Potassium, Magnesium, Phosphorus, Zinc",Increase,Decrease,Decrease,"Sweet, Bitter, Astringent","Light, Cold, Dry",Cooling,Sweet,"Nutritional support, Antioxidant protection, Digestive health, Immune support","General wellness support, traditional dietary use in India",Individual sensitivities; consult healthcare provider for specific conditions,Consult healthcare provider for potential interactions,Culinary use as per recipe; therapeutic use as advised,"Fresh consumption, traditional cooking, steaming, sautéing",Allergies or medical contraindications,Across Indian states,Fresh: 2-10 days refrigerated; Dried: 6-12 months,,
FW875,Colocasia Stems,"अरबी की डंठल (Hindi: अरबी की डंठल), చేమ కాడలు (Telugu: చేమ కాడలు), சேப்பங்கிழங்கு தண்டு (Tamil: சேப்பங்கிழங்கு தண்டு), কচুর ডাঁটা (Bengali: কচুর ডাঁটা), અરબીના ડાંઠા (Gujarati: અરબીના ડાંઠા), अळूची देठ (Marathi: अळूची देठ), ਅਰਬੀ ਦੀ ਡੰਡਲ (Punjabi: ਅਰਬੀ ਦੀ ਡੰਡਲ), اروی کی ڈنٹھل (Urdu: اروی کی ڈنٹھل)",Vegetables,20,2,4,0.3,2,"A, C, K, Folate, B-complex vitamins, E","Iron, Calcium, Potassium, Magnesium, Phosphorus, Zinc",Increase,Decrease,Decrease,"Sweet, Bitter, Astringent","Light, Cold, Dry",Cooling,Sweet,"Nutritional support, Antioxidant protection, Digestive health, Immune support","General wellness support, traditional dietary use in India",Individual sensitivities; consult healthcare provider for specific conditions,Consult healthcare provider for potential interactions,Culinary use as per recipe; therapeutic use as advised,"Fresh consumption, traditional cooking, steaming, sautéing",Allergies or medical contraindications,Across Indian states,Fresh: 2-10 days refrigerated; Dried: 6-12 months,,
FW876,Radish Pod,"मूली की फली (Hindi: मूली की फली), ముల్లంగి పొట్లు (Telugu: ముల్లంగి పొట్లు), முள்ளங்கி கொட்டை (Tamil: முள்ளங்கி கொட்டை), মূলার শুঁটি (Bengali: মূলার শুঁটি), મૂળાની શેંગ (Gujarati: મૂળાની શેંગ), मुळ्याच्या शेंगा (Marathi: मुळ्याच्या शेंगा), ਮੂਲੀ ਦੀ ਫਲੀ (Punjabi: ਮੂਲੀ ਦੀ ਫਲੀ), مولی کی پھلی (Urdu: مولی کی پھلی)",Vegetables,20,2,4,0.3,2,"A, C, K, Folate, B-complex vitamins, E","Iron, Calcium, Potassium, Magnesium, Phosphorus, Zinc",Increase,Decrease,Decrease,"Sweet, Bitter, Astringent","Light, Cold, Dry",Cooling,Sweet,"Nutritional support, Antioxidant protection, Digestive health, Immune support","General wellness support, traditional dietary use in India",Individual sensitivities; consult healthcare provider for specific conditions,Consult healthcare provider for potential interactions,Culinary use as per recipe; therapeutic use as advised,"Fresh consumption, traditional cooking, steaming, sautéing",Allergies or medical contraindications,Across Indian states,Fresh: 2-10 days refrigerated; Dried: 6-12 months,,
FW877,Drumstick Flowers,Drumstick Flowers,Vegetables,20,2,4,0.3,2,"A, C, K, Folate, B-complex vitamins, E","Iron, Calcium, Potassium, Magnesium, Phosphorus, Zinc",Increase,Decrease,Decrease,"Sweet, Bitter, Astringent","Light, Cold, Dry",Cooling,Sweet,"Nutritional support, Antioxidant protection, Digestive health, Immune support","General wellness support, traditional dietary use in India",Individual sensitivities; consult healthcare provider for specific conditions,Consult healthcare provider for potential interactions,Culinary use as per recipe; therapeutic use as advised,"Fresh consumption, traditional cooking, steaming, sautéing",Allergies or medical contraindications,Across Indian states,Fresh: 2-10 days refrigerated; Dried: 6-12 months,,
